order_id,buyer_id,order_date,total_amount,payment_method,order_status
21215,888,2022-02-20 14:00:00,7427.4,COD,Pending
21216,668,2022-02-20 15:00:00,9859.8,COD,Shipped
21217,4919,2022-02-20 16:00:00,1995.31,Net Banking,Delivered
21218,1834,2022-02-20 17:00:00,2797.57,COD,Shipped
21219,3429,2022-02-20 18:00:00,3858.19,COD,Pending
21220,4134,2022-02-20 19:00:00,14611.47,UPI,Pending
21221,1787,2022-02-20 20:00:00,6077.86,Net Banking,Shipped
21222,2860,2022-02-20 21:00:00,9065.05,UPI,Shipped
21223,203,2022-02-20 22:00:00,3774.83,Credit Card,Pending
21224,4465,2022-02-20 23:00:00,7458.8,COD,Delivered
21225,1651,2022-02-21 00:00:00,1296.96,COD,Shipped
21226,195,2022-02-21 01:00:00,714.18,Net Banking,Delivered
21227,2915,2022-02-21 02:00:00,7137.26,Credit Card,Shipped
21228,4941,2022-02-21 03:00:00,6100.16,COD,Shipped
21229,3072,2022-02-21 04:00:00,2225.83,Credit Card,Cancelled
21230,4108,2022-02-21 05:00:00,10376.5,COD,Cancelled
21231,962,2022-02-21 06:00:00,14894.97,UPI,Pending
21232,850,2022-02-21 07:00:00,6055.57,Net Banking,Shipped
21233,1955,2022-02-21 08:00:00,9443.47,COD,Pending
21234,4968,2022-02-21 09:00:00,14452.04,COD,Delivered
21235,538,2022-02-21 10:00:00,12506.72,UPI,Cancelled
21236,2967,2022-02-21 11:00:00,7060.57,Net Banking,Shipped
21237,3078,2022-02-21 12:00:00,11114.84,COD,Delivered
21238,2631,2022-02-21 13:00:00,2096.4,Net Banking,Shipped
21239,4160,2022-02-21 14:00:00,7779.14,Credit Card,Cancelled
21240,1423,2022-02-21 15:00:00,4330.09,Net Banking,Delivered
21241,325,2022-02-21 16:00:00,2585.22,Credit Card,Pending
21242,3031,2022-02-21 17:00:00,6508.96,Net Banking,Shipped
21243,1300,2022-02-21 18:00:00,2139.02,Credit Card,Cancelled
21244,3218,2022-02-21 19:00:00,10544.98,Credit Card,Shipped
21245,3500,2022-02-21 20:00:00,6952.35,Net Banking,Delivered
21246,481,2022-02-21 21:00:00,8060.94,Credit Card,Shipped
21247,3033,2022-02-21 22:00:00,2366.36,COD,Shipped
21248,3446,2022-02-21 23:00:00,2268.62,Net Banking,Shipped
21249,161,2022-02-22 00:00:00,8834.55,COD,Shipped
21250,4261,2022-02-22 01:00:00,14778.14,COD,Shipped
21251,3326,2022-02-22 02:00:00,1624.51,UPI,Shipped
21252,3475,2022-02-22 03:00:00,4428.83,Net Banking,Delivered
21253,4052,2022-02-22 04:00:00,13067.99,UPI,Pending
21254,1794,2022-02-22 05:00:00,1269.63,Credit Card,Pending
21255,2545,2022-02-22 06:00:00,13163.11,Net Banking,Shipped
21256,1469,2022-02-22 07:00:00,7959.43,Credit Card,Cancelled
21257,3529,2022-02-22 08:00:00,6242.35,Credit Card,Delivered
21258,2006,2022-02-22 09:00:00,4783.27,Net Banking,Cancelled
21259,4035,2022-02-22 10:00:00,4597.33,COD,Cancelled
21260,1176,2022-02-22 11:00:00,4725.88,COD,Delivered
21261,4923,2022-02-22 12:00:00,13295.09,COD,Pending
21262,1547,2022-02-22 13:00:00,10912.17,Net Banking,Cancelled
21263,1634,2022-02-22 14:00:00,10111.9,Credit Card,Pending
21264,1204,2022-02-22 15:00:00,12021.49,UPI,Cancelled
21265,744,2022-02-22 16:00:00,4005.3,COD,Delivered
21266,777,2022-02-22 17:00:00,9347.03,UPI,Pending
21267,398,2022-02-22 18:00:00,7008.98,Net Banking,Shipped
21268,2939,2022-02-22 19:00:00,11780.14,Credit Card,Delivered
21269,589,2022-02-22 20:00:00,4776.99,Credit Card,Pending
21270,539,2022-02-22 21:00:00,9719.04,UPI,Shipped
21271,2245,2022-02-22 22:00:00,13256.74,Net Banking,Cancelled
21272,747,2022-02-22 23:00:00,6151.83,COD,Shipped
21273,368,2022-02-23 00:00:00,1186.01,UPI,Cancelled
21274,3852,2022-02-23 01:00:00,7837.55,UPI,Shipped
21275,3439,2022-02-23 02:00:00,5320.39,UPI,Pending
21276,2897,2022-02-23 03:00:00,10148.94,COD,Pending
21277,3594,2022-02-23 04:00:00,14275.29,Credit Card,Shipped
21278,2177,2022-02-23 05:00:00,7387,Net Banking,Delivered
21279,614,2022-02-23 06:00:00,7099.62,Net Banking,Pending
21280,3222,2022-02-23 07:00:00,9887.86,Net Banking,Delivered
21281,4713,2022-02-23 08:00:00,1731.76,Net Banking,Delivered
21282,2761,2022-02-23 09:00:00,3951.89,Credit Card,Shipped
21283,2939,2022-02-23 10:00:00,13800.89,Credit Card,Shipped
21284,4688,2022-02-23 11:00:00,10115.15,Net Banking,Cancelled
21285,1049,2022-02-23 12:00:00,398.97,Net Banking,Delivered
21286,2367,2022-02-23 13:00:00,3228.46,Net Banking,Shipped
21287,170,2022-02-23 14:00:00,10305.99,Net Banking,Shipped
21288,783,2022-02-23 15:00:00,11513.11,COD,Pending
21289,958,2022-02-23 16:00:00,12629.92,COD,Pending
21290,331,2022-02-23 17:00:00,4524.22,COD,Pending
21291,157,2022-02-23 18:00:00,13979.22,UPI,Cancelled
21292,4266,2022-02-23 19:00:00,8383.61,UPI,Cancelled
21293,1261,2022-02-23 20:00:00,10508.78,COD,Shipped
21294,933,2022-02-23 21:00:00,9031.74,UPI,Pending
21295,2489,2022-02-23 22:00:00,2016.55,Credit Card,Shipped
21296,3292,2022-02-23 23:00:00,14454.1,Net Banking,Delivered
21297,1988,2022-02-24 00:00:00,2018.56,COD,Pending
21298,3546,2022-02-24 01:00:00,3972.25,COD,Shipped
21299,1618,2022-02-24 02:00:00,12241.69,Credit Card,Cancelled
21300,665,2022-02-24 03:00:00,9355.24,UPI,Pending
21301,1635,2022-02-24 04:00:00,12604.61,Credit Card,Cancelled
21302,4834,2022-02-24 05:00:00,7832.9,UPI,Pending
21303,2112,2022-02-24 06:00:00,5779.5,COD,Delivered
21304,1574,2022-02-24 07:00:00,13843.31,Credit Card,Cancelled
21305,4578,2022-02-24 08:00:00,736.53,UPI,Delivered
21306,2833,2022-02-24 09:00:00,12870.73,UPI,Shipped
21307,3500,2022-02-24 10:00:00,3616.1,Net Banking,Shipped
21308,38,2022-02-24 11:00:00,12761.3,Credit Card,Pending
21309,3917,2022-02-24 12:00:00,2260.11,Credit Card,Delivered
21310,4772,2022-02-24 13:00:00,8787.24,Net Banking,Delivered
21311,2080,2022-02-24 14:00:00,13344,Credit Card,Delivered
21312,2435,2022-02-24 15:00:00,7208.39,UPI,Cancelled
21313,4942,2022-02-24 16:00:00,11249.19,UPI,Delivered
21314,741,2022-02-24 17:00:00,12109.14,COD,Pending
21315,4422,2022-02-24 18:00:00,11100.11,Net Banking,Delivered
21316,1201,2022-02-24 19:00:00,13894.88,UPI,Delivered
21317,3020,2022-02-24 20:00:00,6813.15,COD,Cancelled
21318,4786,2022-02-24 21:00:00,2762.26,UPI,Shipped
21319,4537,2022-02-24 22:00:00,907.6,Credit Card,Shipped
21320,3604,2022-02-24 23:00:00,3847.61,COD,Pending
21321,2090,2022-02-25 00:00:00,2319.32,UPI,Delivered
21322,3855,2022-02-25 01:00:00,8457.64,Net Banking,Shipped
21323,3158,2022-02-25 02:00:00,2937.19,UPI,Shipped
21324,3557,2022-02-25 03:00:00,776.22,UPI,Cancelled
21325,4002,2022-02-25 04:00:00,732.65,Credit Card,Cancelled
21326,1866,2022-02-25 05:00:00,12507.23,Net Banking,Delivered
21327,14,2022-02-25 06:00:00,8953.46,UPI,Delivered
21328,2414,2022-02-25 07:00:00,5499.66,Credit Card,Shipped
21329,4122,2022-02-25 08:00:00,13434.58,Credit Card,Pending
21330,2506,2022-02-25 09:00:00,1238.91,COD,Pending
21331,1056,2022-02-25 10:00:00,14708.77,UPI,Delivered
21332,1663,2022-02-25 11:00:00,9321.12,COD,Pending
21333,3294,2022-02-25 12:00:00,2915.27,Net Banking,Cancelled
21334,3683,2022-02-25 13:00:00,10250.22,Credit Card,Delivered
21335,2525,2022-02-25 14:00:00,11498.04,Net Banking,Delivered
21336,2655,2022-02-25 15:00:00,6554.27,COD,Cancelled
21337,4448,2022-02-25 16:00:00,12952.16,COD,Cancelled
21338,4969,2022-02-25 17:00:00,2430.84,UPI,Shipped
21339,3063,2022-02-25 18:00:00,4326.8,UPI,Pending
21340,3062,2022-02-25 19:00:00,1583.69,COD,Shipped
21341,2175,2022-02-25 20:00:00,3320.99,COD,Delivered
21342,4750,2022-02-25 21:00:00,3733.19,Credit Card,Shipped
21343,4002,2022-02-25 22:00:00,13780.97,Net Banking,Shipped
21344,2275,2022-02-25 23:00:00,1356.02,Net Banking,Cancelled
21345,3596,2022-02-26 00:00:00,6525.74,Credit Card,Pending
21346,2736,2022-02-26 01:00:00,8079.5,COD,Shipped
21347,2694,2022-02-26 02:00:00,13500.66,Credit Card,Delivered
21348,3779,2022-02-26 03:00:00,14965.9,Credit Card,Cancelled
21349,223,2022-02-26 04:00:00,11350.14,UPI,Delivered
21350,1664,2022-02-26 05:00:00,14567.71,UPI,Delivered
21351,2037,2022-02-26 06:00:00,11849.1,COD,Shipped
21352,3136,2022-02-26 07:00:00,14455.4,Net Banking,Delivered
21353,3960,2022-02-26 08:00:00,10667.61,Credit Card,Delivered
21354,2373,2022-02-26 09:00:00,1380.5,Net Banking,Cancelled
21355,4392,2022-02-26 10:00:00,6148.42,Net Banking,Shipped
21356,4646,2022-02-26 11:00:00,9769.64,UPI,Shipped
21357,4571,2022-02-26 12:00:00,5390.63,Net Banking,Pending
21358,3044,2022-02-26 13:00:00,4246.08,Net Banking,Shipped
21359,1155,2022-02-26 14:00:00,8745.51,Net Banking,Pending
21360,1576,2022-02-26 15:00:00,14015.83,COD,Pending
21361,2955,2022-02-26 16:00:00,717.73,COD,Pending
21362,2247,2022-02-26 17:00:00,11584.62,Net Banking,Pending
21363,1502,2022-02-26 18:00:00,10896.36,Net Banking,Cancelled
21364,3261,2022-02-26 19:00:00,14466.51,Credit Card,Cancelled
21365,194,2022-02-26 20:00:00,13974.53,UPI,Shipped
21366,1148,2022-02-26 21:00:00,11481.04,UPI,Delivered
21367,4522,2022-02-26 22:00:00,7902.05,COD,Cancelled
21368,1271,2022-02-26 23:00:00,3223.16,COD,Pending
21369,1327,2022-02-27 00:00:00,8269.49,COD,Shipped
21370,2654,2022-02-27 01:00:00,11527.21,Net Banking,Shipped
21371,203,2022-02-27 02:00:00,13455.9,Net Banking,Pending
21372,4761,2022-02-27 03:00:00,11887.74,Credit Card,Delivered
21373,2247,2022-02-27 04:00:00,3089.95,Credit Card,Shipped
21374,1985,2022-02-27 05:00:00,9075.36,Net Banking,Delivered
21375,2151,2022-02-27 06:00:00,5116.17,COD,Pending
21376,4794,2022-02-27 07:00:00,336.24,UPI,Delivered
21377,4012,2022-02-27 08:00:00,3163.27,Net Banking,Delivered
21378,1369,2022-02-27 09:00:00,1875.67,UPI,Pending
21379,4073,2022-02-27 10:00:00,12672.24,UPI,Shipped
21380,2733,2022-02-27 11:00:00,4025.89,UPI,Delivered
21381,2084,2022-02-27 12:00:00,4413.53,COD,Shipped
21382,2509,2022-02-27 13:00:00,14407.06,Credit Card,Shipped
21383,4763,2022-02-27 14:00:00,5810.48,Net Banking,Pending
21384,3974,2022-02-27 15:00:00,341.87,COD,Delivered
21385,3201,2022-02-27 16:00:00,4400.92,COD,Delivered
21386,1532,2022-02-27 17:00:00,1965.63,Net Banking,Shipped
21387,3002,2022-02-27 18:00:00,1721.57,COD,Shipped
21388,256,2022-02-27 19:00:00,1346.81,Credit Card,Pending
21389,4945,2022-02-27 20:00:00,8980.24,UPI,Cancelled
21390,1068,2022-02-27 21:00:00,3002.35,UPI,Pending
21391,3307,2022-02-27 22:00:00,5546.39,COD,Cancelled
21392,1438,2022-02-27 23:00:00,12957.86,Credit Card,Pending
21393,580,2022-02-28 00:00:00,6480.2,COD,Shipped
21394,1175,2022-02-28 01:00:00,13752.23,COD,Delivered
21395,4947,2022-02-28 02:00:00,7569.48,COD,Pending
21396,2804,2022-02-28 03:00:00,6102.78,COD,Delivered
21397,1643,2022-02-28 04:00:00,11305.76,COD,Shipped
21398,2726,2022-02-28 05:00:00,1282.99,COD,Delivered
21399,1002,2022-02-28 06:00:00,1524.28,COD,Pending
21400,3426,2022-02-28 07:00:00,9849.21,COD,Cancelled
21401,399,2022-02-28 08:00:00,7406.72,COD,Shipped
21402,3235,2022-02-28 09:00:00,11898.15,COD,Delivered
21403,4733,2022-02-28 10:00:00,13760.81,Credit Card,Cancelled
21404,104,2022-02-28 11:00:00,5947.83,UPI,Delivered
21405,650,2022-02-28 12:00:00,9026.87,Credit Card,Cancelled
21406,3748,2022-02-28 13:00:00,7610.31,Net Banking,Delivered
21407,1291,2022-02-28 14:00:00,14727.84,Net Banking,Pending
21408,3288,2022-02-28 15:00:00,12500.05,Credit Card,Delivered
21409,3360,2022-02-28 16:00:00,13693.72,UPI,Pending
21410,2078,2022-02-28 17:00:00,3964.23,Net Banking,Delivered
21411,4530,2022-02-28 18:00:00,11633.39,UPI,Cancelled
21412,1021,2022-02-28 19:00:00,4129,Net Banking,Shipped
21413,820,2022-02-28 20:00:00,3289.39,COD,Delivered
21414,489,2022-02-28 21:00:00,14175.14,Credit Card,Cancelled
21415,4659,2022-02-28 22:00:00,485.71,Credit Card,Pending
21416,1548,2022-02-28 23:00:00,14487.75,UPI,Shipped
21417,2712,2022-03-01 00:00:00,2409.08,COD,Delivered
21418,2744,2022-03-01 01:00:00,12327.68,UPI,Shipped
21419,343,2022-03-01 02:00:00,4283.65,COD,Cancelled
21420,4915,2022-03-01 03:00:00,5390.39,Credit Card,Cancelled
21421,4367,2022-03-01 04:00:00,3408.01,Net Banking,Delivered
21422,4266,2022-03-01 05:00:00,8865.61,Net Banking,Pending
21423,17,2022-03-01 06:00:00,5351.81,Net Banking,Pending
21424,1198,2022-03-01 07:00:00,9929.42,Credit Card,Cancelled
21425,3894,2022-03-01 08:00:00,431.58,COD,Shipped
21426,3973,2022-03-01 09:00:00,1152.75,Credit Card,Delivered
21427,4722,2022-03-01 10:00:00,1674.99,COD,Pending
21428,4826,2022-03-01 11:00:00,6401.11,COD,Pending
21429,567,2022-03-01 12:00:00,12258.98,COD,Pending
21430,2257,2022-03-01 13:00:00,13345.03,Credit Card,Delivered
21431,608,2022-03-01 14:00:00,3823.2,Credit Card,Pending
21432,3830,2022-03-01 15:00:00,8700.67,Credit Card,Pending
21433,3898,2022-03-01 16:00:00,11571.8,UPI,Cancelled
21434,2327,2022-03-01 17:00:00,4474.68,Credit Card,Cancelled
21435,611,2022-03-01 18:00:00,6253.31,Credit Card,Pending
21436,3340,2022-03-01 19:00:00,7954.82,UPI,Shipped
21437,1392,2022-03-01 20:00:00,2196.15,Net Banking,Shipped
21438,417,2022-03-01 21:00:00,584.54,Credit Card,Pending
21439,3946,2022-03-01 22:00:00,2461.53,COD,Cancelled
21440,1767,2022-03-01 23:00:00,9477.43,COD,Cancelled
21441,1940,2022-03-02 00:00:00,1289.55,Net Banking,Delivered
21442,947,2022-03-02 01:00:00,3007.51,Net Banking,Shipped
21443,4725,2022-03-02 02:00:00,5200.24,UPI,Pending
21444,3627,2022-03-02 03:00:00,1352.48,UPI,Shipped
21445,4555,2022-03-02 04:00:00,3037.15,Credit Card,Shipped
21446,3102,2022-03-02 05:00:00,13686.79,COD,Pending
21447,4848,2022-03-02 06:00:00,485.63,Credit Card,Delivered
21448,3833,2022-03-02 07:00:00,9870.79,Credit Card,Delivered
21449,4961,2022-03-02 08:00:00,5889.25,Net Banking,Cancelled
21450,812,2022-03-02 09:00:00,10155.2,Net Banking,Delivered
21451,1711,2022-03-02 10:00:00,8912.64,COD,Shipped
21452,2611,2022-03-02 11:00:00,3507.78,UPI,Shipped
21453,3448,2022-03-02 12:00:00,12738.7,Net Banking,Pending
21454,971,2022-03-02 13:00:00,7480.72,Credit Card,Shipped
21455,4956,2022-03-02 14:00:00,12373.53,UPI,Shipped
21456,3787,2022-03-02 15:00:00,6208.99,COD,Cancelled
21457,1757,2022-03-02 16:00:00,14773.35,COD,Delivered
21458,1701,2022-03-02 17:00:00,11603.24,Net Banking,Cancelled
21459,1947,2022-03-02 18:00:00,14496.06,Credit Card,Shipped
21460,3784,2022-03-02 19:00:00,7812.03,UPI,Delivered
21461,518,2022-03-02 20:00:00,7210.63,Net Banking,Shipped
21462,2563,2022-03-02 21:00:00,11380.72,Credit Card,Shipped
21463,4060,2022-03-02 22:00:00,13228.31,Net Banking,Pending
21464,1062,2022-03-02 23:00:00,14469.36,Credit Card,Cancelled
21465,951,2022-03-03 00:00:00,5003.37,COD,Cancelled
21466,3188,2022-03-03 01:00:00,12020.83,Net Banking,Cancelled
21467,3868,2022-03-03 02:00:00,3317.55,UPI,Delivered
21468,3739,2022-03-03 03:00:00,8274.5,Net Banking,Pending
21469,335,2022-03-03 04:00:00,2861.75,Net Banking,Shipped
21470,4966,2022-03-03 05:00:00,5341.48,UPI,Pending
21471,1134,2022-03-03 06:00:00,13984.1,Net Banking,Delivered
21472,3286,2022-03-03 07:00:00,2362.14,COD,Delivered
21473,4565,2022-03-03 08:00:00,9559.53,COD,Cancelled
21474,2472,2022-03-03 09:00:00,8975.72,Net Banking,Delivered
21475,3855,2022-03-03 10:00:00,1986.93,Credit Card,Pending
21476,1937,2022-03-03 11:00:00,5024.49,Credit Card,Shipped
21477,3213,2022-03-03 12:00:00,8532.13,Credit Card,Delivered
21478,996,2022-03-03 13:00:00,2970.24,UPI,Cancelled
21479,210,2022-03-03 14:00:00,12049.23,UPI,Shipped
21480,2265,2022-03-03 15:00:00,14587.92,Credit Card,Shipped
21481,19,2022-03-03 16:00:00,3378.44,UPI,Cancelled
21482,1778,2022-03-03 17:00:00,2966.3,UPI,Delivered
21483,4939,2022-03-03 18:00:00,6933.04,COD,Cancelled
21484,4670,2022-03-03 19:00:00,11266.93,Net Banking,Shipped
21485,3244,2022-03-03 20:00:00,4367.69,Credit Card,Delivered
21486,2078,2022-03-03 21:00:00,494.22,UPI,Pending
21487,4188,2022-03-03 22:00:00,8210.07,Credit Card,Pending
21488,4848,2022-03-03 23:00:00,14357.69,COD,Pending
21489,4311,2022-03-04 00:00:00,5990.9,Credit Card,Pending
21490,427,2022-03-04 01:00:00,6417.99,Credit Card,Delivered
21491,4216,2022-03-04 02:00:00,14539.75,UPI,Delivered
21492,2974,2022-03-04 03:00:00,10480.19,UPI,Delivered
21493,2808,2022-03-04 04:00:00,10843.74,Net Banking,Shipped
21494,583,2022-03-04 05:00:00,8527.99,Credit Card,Cancelled
21495,679,2022-03-04 06:00:00,14624.22,UPI,Delivered
21496,2472,2022-03-04 07:00:00,10395.22,Credit Card,Delivered
21497,4981,2022-03-04 08:00:00,13446.48,UPI,Cancelled
21498,3630,2022-03-04 09:00:00,10550.81,Net Banking,Delivered
21499,1704,2022-03-04 10:00:00,11079.71,Credit Card,Cancelled
21500,3125,2022-03-04 11:00:00,4498.08,COD,Delivered
21501,163,2022-03-04 12:00:00,4691.48,Credit Card,Cancelled
21502,4177,2022-03-04 13:00:00,11788.17,Credit Card,Delivered
21503,1586,2022-03-04 14:00:00,4591.25,Net Banking,Cancelled
21504,1561,2022-03-04 15:00:00,8529,COD,Delivered
21505,4111,2022-03-04 16:00:00,3890.41,Credit Card,Shipped
21506,1468,2022-03-04 17:00:00,12291.35,COD,Delivered
21507,4294,2022-03-04 18:00:00,1835.42,UPI,Shipped
21508,275,2022-03-04 19:00:00,12475.81,Credit Card,Pending
21509,1502,2022-03-04 20:00:00,9120.4,Net Banking,Delivered
21510,4821,2022-03-04 21:00:00,2966.26,Credit Card,Delivered
21511,685,2022-03-04 22:00:00,8222.12,COD,Delivered
21512,1292,2022-03-04 23:00:00,4380.98,Net Banking,Cancelled
21513,1898,2022-03-05 00:00:00,4987.32,Credit Card,Shipped
21514,766,2022-03-05 01:00:00,5402.62,UPI,Delivered
21515,1700,2022-03-05 02:00:00,1137.12,Net Banking,Cancelled
21516,2061,2022-03-05 03:00:00,14792.23,Credit Card,Shipped
21517,372,2022-03-05 04:00:00,666.71,Credit Card,Cancelled
21518,2655,2022-03-05 05:00:00,10004.95,Credit Card,Cancelled
21519,376,2022-03-05 06:00:00,5694.17,UPI,Cancelled
21520,1542,2022-03-05 07:00:00,9760.95,COD,Shipped
21521,1500,2022-03-05 08:00:00,5472.47,COD,Delivered
21522,114,2022-03-05 09:00:00,10171.51,Credit Card,Shipped
21523,4907,2022-03-05 10:00:00,10992.69,UPI,Shipped
21524,1639,2022-03-05 11:00:00,10420.18,Net Banking,Delivered
21525,3560,2022-03-05 12:00:00,1886.64,Credit Card,Pending
21526,4348,2022-03-05 13:00:00,9922.02,COD,Delivered
21527,4658,2022-03-05 14:00:00,4343.82,Credit Card,Pending
21528,3015,2022-03-05 15:00:00,626.26,UPI,Shipped
21529,4258,2022-03-05 16:00:00,6339.49,Credit Card,Pending
21530,1813,2022-03-05 17:00:00,6616.44,Credit Card,Delivered
21531,476,2022-03-05 18:00:00,7114.18,Net Banking,Shipped
21532,1321,2022-03-05 19:00:00,10631.4,UPI,Cancelled
21533,1669,2022-03-05 20:00:00,4770.89,Credit Card,Pending
21534,4443,2022-03-05 21:00:00,4866.15,Net Banking,Cancelled
21535,914,2022-03-05 22:00:00,1096.17,COD,Shipped
21536,1062,2022-03-05 23:00:00,10364.95,Net Banking,Shipped
21537,4002,2022-03-06 00:00:00,8603.83,UPI,Delivered
21538,1158,2022-03-06 01:00:00,5371.49,Credit Card,Cancelled
21539,1383,2022-03-06 02:00:00,10636.8,Credit Card,Cancelled
21540,4208,2022-03-06 03:00:00,8152.89,COD,Shipped
21541,2752,2022-03-06 04:00:00,7144.83,UPI,Shipped
21542,2707,2022-03-06 05:00:00,7767.6,COD,Delivered
21543,4297,2022-03-06 06:00:00,9617.95,COD,Pending
21544,4058,2022-03-06 07:00:00,9968.04,Net Banking,Shipped
21545,2745,2022-03-06 08:00:00,4476.58,COD,Cancelled
21546,2887,2022-03-06 09:00:00,2283,COD,Cancelled
21547,3453,2022-03-06 10:00:00,2518.19,Credit Card,Delivered
21548,1487,2022-03-06 11:00:00,9662.99,Credit Card,Shipped
21549,2762,2022-03-06 12:00:00,13118.52,COD,Cancelled
21550,1488,2022-03-06 13:00:00,6260.54,COD,Cancelled
21551,4477,2022-03-06 14:00:00,2708.9,UPI,Shipped
21552,3762,2022-03-06 15:00:00,11397.72,Credit Card,Delivered
21553,204,2022-03-06 16:00:00,12520.84,UPI,Cancelled
21554,4595,2022-03-06 17:00:00,13232.62,Credit Card,Delivered
21555,2101,2022-03-06 18:00:00,9181.11,Credit Card,Pending
21556,3290,2022-03-06 19:00:00,12938.78,COD,Cancelled
21557,1346,2022-03-06 20:00:00,428.14,COD,Delivered
21558,261,2022-03-06 21:00:00,1787.09,COD,Delivered
21559,344,2022-03-06 22:00:00,1570.13,UPI,Delivered
21560,4745,2022-03-06 23:00:00,10746.55,COD,Cancelled
21561,2942,2022-03-07 00:00:00,1229.81,COD,Delivered
21562,535,2022-03-07 01:00:00,7546.19,Credit Card,Delivered
21563,2385,2022-03-07 02:00:00,7196.06,Credit Card,Delivered
21564,2347,2022-03-07 03:00:00,4798.41,Net Banking,Pending
21565,1806,2022-03-07 04:00:00,13082,Credit Card,Delivered
21566,2710,2022-03-07 05:00:00,2722.41,UPI,Delivered
21567,1322,2022-03-07 06:00:00,5416.45,Credit Card,Shipped
21568,2955,2022-03-07 07:00:00,11657.74,Net Banking,Delivered
21569,2806,2022-03-07 08:00:00,650.25,COD,Shipped
21570,3971,2022-03-07 09:00:00,10159.67,Credit Card,Delivered
21571,411,2022-03-07 10:00:00,12282.69,Net Banking,Delivered
21572,842,2022-03-07 11:00:00,13997.56,COD,Cancelled
21573,3243,2022-03-07 12:00:00,13169.19,Net Banking,Cancelled
21574,2846,2022-03-07 13:00:00,4926.88,Net Banking,Shipped
21575,4334,2022-03-07 14:00:00,8878.19,UPI,Delivered
21576,3155,2022-03-07 15:00:00,1343.94,COD,Delivered
21577,85,2022-03-07 16:00:00,4016.48,COD,Cancelled
21578,1093,2022-03-07 17:00:00,1594.49,UPI,Delivered
21579,3541,2022-03-07 18:00:00,4864.77,Credit Card,Cancelled
21580,847,2022-03-07 19:00:00,13152.77,Net Banking,Pending
21581,4787,2022-03-07 20:00:00,5338.07,Credit Card,Cancelled
21582,4320,2022-03-07 21:00:00,8516.09,Credit Card,Cancelled
21583,2549,2022-03-07 22:00:00,6614.04,Net Banking,Cancelled
21584,4949,2022-03-07 23:00:00,6991.96,UPI,Cancelled
21585,27,2022-03-08 00:00:00,14549.67,Credit Card,Delivered
21586,2615,2022-03-08 01:00:00,4583.09,COD,Pending
21587,1367,2022-03-08 02:00:00,9484.4,UPI,Delivered
21588,3974,2022-03-08 03:00:00,6416.93,Credit Card,Cancelled
21589,3882,2022-03-08 04:00:00,1104.96,UPI,Cancelled
21590,938,2022-03-08 05:00:00,7442.1,COD,Delivered
21591,2738,2022-03-08 06:00:00,12237.48,Net Banking,Pending
21592,297,2022-03-08 07:00:00,1661.54,Credit Card,Shipped
21593,1056,2022-03-08 08:00:00,1229.96,COD,Delivered
21594,3335,2022-03-08 09:00:00,2473.75,Credit Card,Shipped
21595,963,2022-03-08 10:00:00,11513.12,COD,Delivered
21596,2639,2022-03-08 11:00:00,10915.13,COD,Cancelled
21597,1722,2022-03-08 12:00:00,8562.26,UPI,Cancelled
21598,2023,2022-03-08 13:00:00,7129.75,Net Banking,Shipped
21599,2954,2022-03-08 14:00:00,13347.22,Credit Card,Shipped
21600,4554,2022-03-08 15:00:00,11547.13,Credit Card,Shipped
21601,1439,2022-03-08 16:00:00,12216.75,Credit Card,Delivered
21602,1246,2022-03-08 17:00:00,12236.28,Net Banking,Delivered
21603,4281,2022-03-08 18:00:00,9712.21,Credit Card,Delivered
21604,624,2022-03-08 19:00:00,6978.62,COD,Shipped
21605,2102,2022-03-08 20:00:00,12997.23,Net Banking,Cancelled
21606,3242,2022-03-08 21:00:00,13904.91,COD,Pending
21607,2489,2022-03-08 22:00:00,552.33,Credit Card,Pending
21608,4890,2022-03-08 23:00:00,963.01,COD,Pending
21609,2028,2022-03-09 00:00:00,14389.4,Net Banking,Shipped
21610,956,2022-03-09 01:00:00,4301.98,UPI,Shipped
21611,1265,2022-03-09 02:00:00,13125.87,COD,Shipped
21612,641,2022-03-09 03:00:00,5954.17,UPI,Shipped
21613,922,2022-03-09 04:00:00,1962.68,Net Banking,Pending
21614,3205,2022-03-09 05:00:00,1390.56,Net Banking,Pending
21615,600,2022-03-09 06:00:00,2516.32,UPI,Cancelled
21616,3356,2022-03-09 07:00:00,3898.42,UPI,Pending
21617,663,2022-03-09 08:00:00,7430.07,UPI,Shipped
21618,202,2022-03-09 09:00:00,10582.17,COD,Delivered
21619,4991,2022-03-09 10:00:00,14798.7,COD,Shipped
21620,3725,2022-03-09 11:00:00,6734.3,Net Banking,Cancelled
21621,3657,2022-03-09 12:00:00,7869.14,Credit Card,Delivered
21622,3421,2022-03-09 13:00:00,7922.87,UPI,Delivered
21623,665,2022-03-09 14:00:00,8183.63,COD,Pending
21624,1091,2022-03-09 15:00:00,7862.56,COD,Pending
21625,4797,2022-03-09 16:00:00,329.87,Net Banking,Cancelled
21626,2873,2022-03-09 17:00:00,225.53,UPI,Pending
21627,3260,2022-03-09 18:00:00,1645.46,UPI,Shipped
21628,3587,2022-03-09 19:00:00,1703.04,Credit Card,Shipped
21629,4150,2022-03-09 20:00:00,10632.47,Net Banking,Shipped
21630,69,2022-03-09 21:00:00,3232.76,UPI,Cancelled
21631,535,2022-03-09 22:00:00,13441.77,Net Banking,Delivered
