order_item_id,order_id,product_id,quantity,price_each,discount_applied
30743,24017,2599,1,4708.6,Yes
30744,20681,3413,4,4074.53,Yes
30745,20662,1282,3,1181.01,No
30746,24608,5581,3,2709.9,Yes
30747,24340,1942,4,1199.08,No
30748,20311,4754,1,1372.41,Yes
30749,24710,2091,1,3093.66,Yes
30750,22327,1072,3,300.08,No
30751,23287,3941,1,4850.35,No
30752,21677,5498,4,4601.5,No
30753,21262,4329,2,1965.76,No
30754,20152,2059,4,2625.57,Yes
30755,21581,5878,4,2383.99,No
30756,21161,2711,2,4422.78,Yes
30757,21894,4655,4,3474.15,No
30758,20657,3121,3,1462.75,No
30759,20653,5787,3,2289.52,Yes
30760,23179,5660,1,2201.93,Yes
30761,21498,5424,1,4800.74,No
30762,21241,2419,4,959.02,Yes
30763,21066,2849,3,538.92,No
30764,22200,3066,3,4415.03,Yes
30765,23376,3398,2,4493.76,No
30766,24043,3764,1,4371.52,Yes
30767,24568,2546,3,2603.79,No
30768,23578,3313,4,3332.75,Yes
30769,24543,1140,3,2860.48,Yes
30770,20338,2447,1,440.29,No
30771,22070,5018,4,3019.59,No
30772,23244,4189,1,166.71,Yes
30773,21422,2102,3,1692.44,No
30774,22283,4559,3,4668.23,No
30775,24372,5101,3,1589.82,No
30776,22092,2769,1,4705.15,No
30777,24308,4945,4,1325.66,No
30778,24000,4804,3,1641.35,Yes
30779,20526,3066,3,3179.2,Yes
30780,23128,5320,3,3831.97,Yes
30781,21049,2426,2,2556.8,Yes
30782,23493,5112,2,4422.37,Yes
30783,22458,1326,4,297.18,No
30784,24238,2484,1,4618.75,No
30785,22789,3055,3,1061.91,No
30786,22442,2004,3,4432.77,Yes
30787,23792,1606,1,2064.23,Yes
30788,20238,2564,1,4180.51,Yes
30789,21976,2021,4,3391.16,No
30790,20388,5865,1,962.11,No
30791,23485,4782,3,4598.43,Yes
30792,21495,5089,4,1303.04,No
30793,23113,3574,2,1296.29,No
30794,22554,1542,4,4089.48,No
30795,22568,4646,4,618.78,No
30796,21884,5962,4,1187.98,Yes
30797,21769,2980,1,2568.02,No
30798,21631,4374,3,4169.34,Yes
30799,24167,2795,1,822.67,Yes
30800,20400,5086,3,2783.57,No
30801,24651,2805,1,3585.08,No
30802,20827,3900,4,4316.92,No
30803,24273,2637,3,4684.27,No
30804,23404,3060,1,3944.74,Yes
30805,20881,1209,4,3298.86,No
30806,20698,5644,2,2224.74,Yes
30807,24691,5608,1,649.34,Yes
30808,24575,5592,1,3577.71,No
30809,22617,2144,2,4964.41,Yes
30810,22702,2095,1,3710.13,No
30811,22164,4720,2,181.88,Yes
30812,20208,1768,3,2531.67,No
30813,24627,3847,2,3111.77,Yes
30814,24171,2976,4,3479.4,Yes
30815,23068,2361,2,3626.66,Yes
30816,21951,2282,3,2834.73,No
30817,24612,1699,2,1194.47,Yes
30818,23029,1044,2,4716.78,No
30819,23806,1799,3,3513.67,No
30820,20879,5854,1,1260.52,No
30821,22508,1640,1,1679.38,Yes
30822,20782,1463,4,4617.45,No
30823,23464,2328,4,4448.68,No
30824,22664,2766,2,2085.22,No
30825,21433,5590,1,287.71,Yes
30826,24418,4170,1,337.64,No
30827,21642,5196,2,1491.2,Yes
30828,20223,1990,3,3182.7,No
30829,20397,4206,1,2962.55,No
30830,21102,2150,4,3205.76,No
30831,23373,2983,2,3614.69,No
30832,24073,1226,3,193.26,No
30833,22702,1351,4,614.92,Yes
30834,24336,1720,1,1861.47,No
30835,22302,3149,3,858.81,Yes
30836,23964,2071,4,469.07,No
30837,23774,1925,2,3240.73,No
30838,20838,5232,3,4095.15,No
30839,23729,1232,3,3787.87,Yes
30840,24590,1388,2,4103.49,No
30841,21040,4951,1,3362.7,No
30842,22163,1777,1,3703.19,No
30843,21909,3952,3,1431.72,Yes
30844,22183,1714,3,4965.74,No
30845,21465,1081,3,997.51,No
30846,23939,4896,4,1151.02,No
30847,24648,2809,3,1515.72,No
30848,23745,4787,1,4879.13,No
30849,22726,2557,2,4942.61,No
30850,20681,5895,2,3994.98,No
30851,24724,1951,2,3182.38,Yes
30852,23513,1765,3,2648.31,Yes
30853,23889,4037,3,4856.04,Yes
30854,20931,2847,2,3508.55,No
30855,20721,1435,4,4729.18,No
30856,22314,5947,4,1651.1,No
30857,21894,4336,4,1735.5,No
30858,20146,5677,4,4288.15,Yes
30859,21217,3839,1,834.29,Yes
30860,20032,5489,2,4735.05,No
30861,24970,3785,1,2586.62,Yes
30862,22416,1128,3,4639.43,No
30863,22806,5027,4,1750.28,No
30864,24156,4385,4,3608.2,No
30865,22189,4339,2,2466.09,No
30866,20400,5050,4,3171.34,No
30867,23717,1991,2,2571.43,Yes
30868,22034,1273,3,4838.87,No
30869,23330,3729,4,3491.32,Yes
30870,21138,3693,4,1331.46,No
30871,21110,2063,1,4557.42,No
30872,23189,5994,2,1540.75,Yes
30873,21735,2471,2,1920.86,Yes
30874,24351,3495,4,600.41,Yes
30875,23784,3290,1,4509.84,Yes
30876,24780,4119,4,1501.95,No
30877,23522,1252,2,1368.7,Yes
30878,22402,5885,2,4609.29,No
30879,21711,3529,4,4047.08,Yes
30880,22127,2554,3,791.29,Yes
30881,20965,2997,4,3869.69,Yes
30882,23252,5903,1,4573.86,Yes
30883,24294,2887,2,484.7,No
30884,24257,2544,2,4143.55,No
30885,22265,3811,4,2782.36,Yes
30886,23222,3158,3,3379.07,No
30887,23836,4422,2,2514.99,Yes
30888,20280,1025,4,3519.24,Yes
30889,21653,5839,3,267.08,No
30890,21699,4169,4,3837.26,No
30891,21783,2052,4,263.38,No
30892,22921,3043,4,2330.97,Yes
30893,21092,1794,2,839.73,Yes
30894,24708,4412,3,4135.51,Yes
30895,23880,2780,1,1636.94,Yes
30896,21104,4644,1,2325.06,Yes
30897,23181,3647,2,2200.88,Yes
30898,24125,2677,2,3885.26,Yes
30899,20852,1904,4,2457.61,Yes
30900,21722,4936,4,3965.9,No
30901,24623,3136,3,460.19,Yes
30902,22241,3855,4,1038.81,Yes
30903,24558,4964,3,2802.52,No
30904,21561,2886,4,4740.73,Yes
30905,20817,3828,4,466.31,Yes
30906,21273,5252,1,311.11,Yes
30907,23817,2054,2,867.1,No
30908,24855,5566,3,3241.65,Yes
30909,21656,1714,1,2055.07,No
30910,21689,3240,4,4145.21,Yes
30911,24542,5074,1,452.47,Yes
30912,22607,3440,3,1062.43,No
30913,23633,4161,2,1570.13,Yes
30914,23502,2521,1,3170.98,Yes
30915,21115,5140,3,3457.35,No
30916,22895,3065,4,708.6,No
30917,22250,3702,1,4724.64,No
30918,24578,4589,2,1771.12,No
30919,22291,4559,3,3594.53,Yes
30920,20194,3368,2,2668.62,Yes
30921,20522,1275,4,1191.51,No
30922,22078,4411,2,4246.52,Yes
30923,24856,3338,4,4109.37,Yes
30924,22688,1963,4,2040.75,No
30925,24772,4360,1,2984.18,Yes
30926,21799,2205,4,1363.35,No
30927,22919,4191,2,3480.27,Yes
30928,23189,5377,1,1614.23,No
30929,24322,5891,4,4235.99,Yes
30930,21999,3081,3,1165.19,No
30931,23225,1527,3,172.54,Yes
30932,21165,2768,4,1415.69,Yes
30933,21955,5687,1,1036.16,Yes
30934,23934,2492,1,2590.6,No
30935,24369,4645,1,1098.15,No
30936,21901,2932,2,3839.63,No
30937,20051,3735,3,1282.72,No
30938,24820,5902,4,3564.14,No
30939,21393,5351,4,2934.51,Yes
30940,23357,2980,3,4932.62,No
30941,24489,3511,2,4999.51,No
30942,23731,3745,1,4360.68,Yes
30943,22157,4789,3,3823.92,Yes
30944,23731,4732,4,1993.64,Yes
30945,21037,4477,2,3791.06,No
30946,23559,5779,4,4787.71,No
30947,23118,5714,1,214.55,No
30948,20353,4081,3,2735.78,No
30949,23449,1848,1,1168.19,No
30950,21418,5860,2,2833.59,No
30951,23012,4021,3,2385.59,No
30952,21762,5925,1,2921.27,Yes
30953,22327,5448,1,2799.71,Yes
30954,23448,4770,1,4804.52,Yes
30955,20146,4401,2,2805.71,No
30956,23297,4982,1,4246.54,Yes
30957,22117,4251,4,1667.12,No
30958,20809,5546,3,2246.69,No
30959,23387,2802,3,2405.03,No
30960,21309,3601,1,1465.77,No
30961,21564,3137,2,1960.97,Yes
30962,24202,4537,4,3032.71,Yes
30963,23388,3086,4,2942.92,No
30964,21396,1434,3,3218.53,No
30965,20799,4337,3,1823.91,No
30966,21373,2366,4,1647.57,Yes
30967,22441,5251,3,3096.93,Yes
30968,20121,5876,1,751.02,No
30969,22776,2140,4,1339.85,Yes
30970,21616,4279,3,306.43,Yes
30971,20296,5345,1,455.79,Yes
30972,20644,3723,1,1292.58,Yes
30973,23593,3723,4,195.69,No
30974,21127,1607,1,1302.51,No
30975,24777,3897,4,3309.38,Yes
30976,22880,1954,1,399.42,Yes
30977,20145,3345,4,2240.01,No
30978,20587,3929,4,4574.23,No
30979,23607,5023,4,3977.3,No
30980,22523,4228,4,1596.64,Yes
30981,20456,4950,1,4631.55,Yes
30982,23797,2018,4,1715.27,No
30983,20719,5828,3,455.33,No
30984,21120,4013,1,4970.87,No
30985,21780,4926,4,4363.11,No
30986,22749,4159,1,2383.07,Yes
30987,20267,4050,1,3365.24,Yes
30988,24456,5036,1,3389.02,No
30989,22741,1456,1,1052.96,Yes
30990,24992,4368,4,1080.24,Yes
30991,20191,1789,1,2400.95,Yes
30992,23369,5652,3,4566.71,No
30993,24734,1140,1,148.97,Yes
30994,21830,2928,1,3934.28,No
30995,21093,1480,3,381.88,No
30996,22286,4822,4,2443.29,Yes
30997,24189,1902,3,3225.58,No
30998,20989,1030,2,3465.12,No
30999,22019,1767,3,386.55,No
31000,20106,3900,4,2151.16,Yes
31001,23180,2820,3,2960.8,No
31002,22250,2082,1,423.62,No
31003,20829,5641,4,761.96,No
31004,23835,2212,2,3351.88,Yes
31005,20355,5130,4,2656.03,No
31006,21594,4186,1,892.96,No
31007,21905,4429,2,2722.67,No
31008,23041,4395,4,4572.19,No
31009,23301,2456,4,176.38,No
31010,21841,1025,1,3248.91,No
31011,23485,3767,3,460.89,Yes
31012,22907,1398,3,131.6,Yes
31013,24490,3426,2,838.21,No
31014,21768,1918,1,2172.24,Yes
31015,22474,1611,1,4031.49,Yes
31016,22842,3975,3,1480.75,Yes
31017,23059,3133,3,3165.8,Yes
31018,21855,1937,2,2114.67,No
31019,21840,5169,3,1248.23,Yes
31020,24456,1915,2,2619.81,No
31021,21622,2739,4,4007.58,Yes
31022,23243,1091,2,4179.21,Yes
31023,23442,5241,2,4247.95,Yes
31024,21934,2225,2,1758.93,No
31025,22816,4316,4,3987.93,No
31026,23158,3283,3,1139.67,No
31027,22216,4179,2,3718.28,No
31028,21502,2995,3,4747.08,No
31029,21823,3877,2,167.34,Yes
31030,24451,4447,3,2257.78,Yes
31031,24200,1040,2,3274.08,No
31032,24488,1029,3,3538.7,Yes
31033,22796,1526,1,962.83,Yes
31034,23122,3910,4,4863.7,Yes
31035,24711,5989,2,3114.8,No
31036,23449,4744,4,905.27,Yes
31037,20655,5757,2,200.56,Yes
31038,24267,2882,1,3937.99,Yes
31039,24485,2714,1,490.55,Yes
31040,20718,5798,4,791.15,No
31041,24666,2063,2,2916.67,Yes
31042,24713,4789,3,3057.18,Yes
31043,24472,5696,2,3465.75,Yes
31044,23869,5250,3,2028.22,No
31045,23227,3648,4,3892.1,No
31046,22504,2286,4,4874.36,Yes
31047,23875,2094,1,1428.37,No
31048,20372,5320,3,3544.84,Yes
31049,23251,5549,2,4649.5,No
31050,20482,3405,1,3462.81,Yes
31051,20336,2864,4,3437.44,Yes
31052,23146,1364,1,1196.49,No
31053,20925,2424,2,2722.14,Yes
31054,21497,3465,2,2856.36,No
31055,24539,3177,4,3530.63,Yes
31056,22458,1577,1,4984.43,Yes
31057,23553,3326,3,264.85,Yes
31058,21599,4132,3,419.64,No
31059,20301,5490,3,481.96,Yes
31060,21023,4450,2,3740.6,No
31061,23948,3261,1,768.13,No
31062,23325,1667,3,3150.01,Yes
31063,22368,1704,1,1690.88,Yes
31064,21929,5837,4,2340.87,Yes
31065,23115,5531,3,1156.75,Yes
31066,21311,5219,1,4343.92,Yes
31067,21013,1267,2,2972.14,No
31068,22565,4117,4,4728.36,No
31069,23874,4284,4,2915.52,Yes
31070,20708,4664,4,707.15,Yes
31071,24756,3599,4,937.27,Yes
31072,20943,5306,2,4946.46,Yes
31073,23644,3727,2,3655.27,No
31074,23417,4636,3,341.47,Yes
31075,21210,2416,2,3548.53,No
31076,23618,4567,2,2119.65,Yes
31077,20458,4208,4,1605.32,No
31078,20843,1894,2,854.9,Yes
31079,24961,2025,4,4215.53,No
31080,24391,1567,1,412.82,Yes
31081,21429,4331,1,1520.19,No
31082,23684,1064,1,1601.28,No
31083,20865,2874,1,888.44,No
31084,21002,4002,1,2590.11,Yes
31085,23865,4551,1,157.34,No
31086,21168,1890,1,1574.78,No
31087,23220,4490,4,4674.78,No
31088,23972,3732,4,1621.59,No
31089,20111,1695,4,1866.25,No
31090,21253,4681,4,2418.51,Yes
31091,20881,2752,2,2852.3,Yes
31092,23583,4557,2,4062.67,No
31093,24114,2922,3,1032.57,Yes
31094,24506,2805,2,4371.56,No
31095,21809,4278,4,3811.99,Yes
31096,24153,1215,4,3640.99,No
31097,20824,1821,1,525.34,No
31098,22391,2102,1,206.04,Yes
31099,21585,1494,3,3010.66,No
31100,22841,3337,2,4329.36,Yes
31101,23538,2732,4,2963.76,Yes
31102,21412,2451,2,1144.85,Yes
31103,24087,3646,3,543.55,No
31104,23039,5527,1,3528.02,No
31105,21265,2076,4,3636.67,No
31106,20682,5453,1,945.41,Yes
31107,24555,3471,4,238.13,No
31108,21184,1133,1,2100.59,No
31109,20770,4747,1,2955.32,No
31110,21513,1418,3,3559.41,Yes
31111,20041,3230,2,4068.73,No
31112,22769,1555,1,3091.63,Yes
31113,22972,5017,4,643.31,Yes
31114,24775,5937,2,3444.65,Yes
31115,23909,3342,2,4922.47,Yes
31116,21020,5147,1,4537.36,No
31117,21514,3686,1,4371.18,Yes
31118,24817,4685,1,1580.63,Yes
31119,24887,5766,2,3778.86,Yes
31120,21310,1036,3,4270.41,No
31121,22512,2600,1,3423.8,No
31122,21835,2666,2,1327.75,No
31123,20344,3537,2,4773.79,Yes
31124,21072,5374,4,2309.02,Yes
31125,23836,4771,1,736.05,No
31126,23118,3162,3,637.91,No
31127,23460,2170,4,3272.84,No
31128,24463,1079,1,2244.78,Yes
31129,22138,1856,4,562.97,No
31130,22081,4074,1,3727.79,No
31131,20929,2495,4,4016.69,Yes
31132,21197,3417,3,3654.54,No
31133,24097,5035,4,1091.08,No
31134,20580,5715,4,3479.9,Yes
31135,20583,2044,4,152.54,Yes
31136,20130,5286,1,1595.05,Yes
31137,20828,2415,1,2054.23,Yes
31138,20432,4369,3,4192.71,Yes
31139,23480,2806,4,2012.93,Yes
31140,21020,1987,2,155.22,No
31141,20418,4042,4,1826.5,No
31142,21119,2406,2,2544.73,No
31143,20462,1372,2,4750.12,No
31144,22961,4324,4,4711.07,No
31145,21527,1138,2,986.28,Yes
31146,20172,2612,2,1007.22,No
31147,23091,2599,4,900.57,Yes
31148,24754,3639,1,3965.72,Yes
31149,20254,3510,4,129.51,No
31150,22726,1820,3,723.17,No
31151,22642,2457,2,2736,No
31152,20352,5646,3,1313.05,Yes
31153,21900,3233,2,552.55,No
31154,22061,2164,1,1863.4,No
31155,24048,3483,2,1443.62,No
31156,20789,2253,4,2604.41,No
31157,20586,3261,2,4898.24,Yes
31158,22862,3461,3,709.09,No
31159,23381,4670,4,1926.36,Yes
31160,24345,3796,3,4666.73,No
31161,20181,4631,1,4396.68,No
31162,20771,5981,3,2031.93,Yes
31163,23354,4253,3,3524.87,Yes
31164,20961,2964,3,530.5,Yes
31165,21963,4300,4,3591.45,No
31166,22808,5154,1,4867,Yes
31167,24084,2699,1,2733.69,Yes
31168,21035,3550,1,2542.6,No
31169,22212,2610,3,1017.86,No
31170,20759,4590,4,3205.56,Yes
31171,23802,1039,4,2993.14,No
31172,24406,3488,4,3294.47,No
31173,23131,1818,3,227.81,No
31174,22446,1835,1,2788.75,Yes
31175,24959,4207,3,3015.18,Yes
31176,24869,5910,4,1116.9,No
31177,23558,2212,3,1120.83,Yes
31178,23479,4626,2,1453.47,No
31179,20347,3743,1,3587.44,No
31180,22422,3824,1,3070.7,No
31181,20057,1590,4,4244.24,Yes
31182,23276,4449,3,1548.73,No
31183,23454,5539,4,4569.13,Yes
31184,24510,1653,3,3744.16,Yes
31185,20462,2806,2,2035.56,No
31186,20576,1450,1,566.78,No
31187,22531,1789,1,1359.22,Yes
31188,23814,5133,3,4788.16,Yes
31189,21453,2279,1,1620.78,No
31190,21606,3136,3,1716.51,Yes
31191,24335,1978,4,1028.99,Yes
31192,20561,2917,2,4053.57,Yes
31193,23611,1156,3,1450.66,No
31194,23909,5429,2,1718.27,Yes
31195,20115,3983,4,2130.31,No
31196,24437,2820,4,2225.27,Yes
31197,21246,1894,4,2115.57,Yes
31198,24764,1208,3,2568.34,Yes
31199,21318,2574,2,4091.11,No
31200,21840,1331,2,4114.5,No
31201,20140,3346,1,4011.73,Yes
31202,22466,4567,3,595.51,Yes
31203,21281,2366,1,4018.43,Yes
31204,22597,5755,1,689.23,Yes
31205,23850,5010,3,711.15,No
31206,21725,4596,1,4744.53,No
31207,24132,3305,1,4115.05,Yes
31208,22480,4342,1,2806.81,Yes
31209,21734,2358,4,4387.35,No
31210,23517,2759,3,4947.89,Yes
31211,21791,5060,4,3092.15,Yes
31212,24299,3200,1,3103.2,Yes
31213,22297,3179,1,3796.69,No
31214,21131,3552,4,1237.48,Yes
31215,24128,3028,1,918.91,No
31216,23780,1977,3,3821.95,No
31217,21045,4287,2,1790.03,No
31218,21972,1818,4,761.84,Yes
31219,24177,5777,2,1642.9,No
31220,23311,4966,2,1857.32,Yes
31221,24799,5148,2,4829.62,No
31222,22520,3240,4,3520,No
31223,20385,4302,1,2701.2,No
31224,23262,1127,3,4847.48,No
31225,24264,4174,1,4525.38,Yes
31226,23722,3716,3,2608.8,Yes
31227,23846,1402,1,4537.83,No
31228,21578,2233,2,2081.09,No
31229,24445,5914,2,1229.06,Yes
31230,23776,3607,3,1240.12,Yes
31231,24883,3888,4,3345.35,Yes
31232,24856,5570,1,2555.24,No
31233,24771,1499,2,3328.86,No
31234,23799,4766,3,3461.77,Yes
31235,22867,5223,1,209.38,Yes
31236,21896,5105,3,364.79,No
31237,23858,2677,4,2710.12,Yes
31238,20303,3035,4,1036.07,No
31239,21995,4979,1,3199.42,No
31240,22309,3011,4,2805.71,Yes
31241,20069,3195,1,2970.23,No
31242,22970,5511,1,1582.03,Yes
31243,21405,3923,4,3235.23,No
31244,24570,2692,3,4164.51,No
31245,24314,2340,3,4990.55,Yes
31246,24840,2996,1,4208.38,Yes
31247,21987,1145,2,2831.74,Yes
31248,23023,3420,1,1047.8,No
31249,24307,3842,3,3439.08,Yes
31250,20685,4951,1,4694.5,No
31251,23830,3250,3,1138.15,No
31252,21092,2533,4,1354.38,Yes
31253,22307,1376,1,830.14,No
31254,20147,5498,1,3709.94,No
31255,20541,5351,4,2092.15,Yes
31256,23406,3334,4,407.21,Yes
31257,22615,4993,2,4387.25,Yes
31258,20045,1645,4,2832.59,Yes
31259,20133,1763,2,1722.36,Yes
31260,22478,2029,4,1785.52,No
31261,24566,1021,3,1522.23,Yes
31262,21372,4520,1,2331.85,Yes
31263,20243,2751,4,1751.5,No
31264,22105,2151,3,2784.94,Yes
31265,21249,3261,4,3890.23,No
31266,21082,5370,1,3404.86,Yes
31267,21078,3203,4,1542.84,No
31268,20154,4286,4,2690.83,No
31269,23764,2613,1,4216.62,Yes
31270,21689,1948,4,434.21,Yes
31271,22673,1744,1,483.66,Yes
31272,22455,4087,2,2825.23,Yes
31273,21427,2767,4,3231.66,No
31274,23480,3941,3,1135.92,No
31275,23468,4449,4,3751.58,Yes
31276,22761,3661,1,3266.69,Yes
31277,23116,3621,1,4624.12,No
31278,23256,3779,3,927.88,Yes
31279,21218,4920,3,3781.73,Yes
31280,21676,2804,1,509.85,No
31281,23662,3511,2,2869.93,Yes
31282,24204,1874,2,2804.29,Yes
31283,22465,3293,1,2003.09,No
31284,20711,1857,2,4238.4,No
31285,24255,4039,3,121.42,Yes
31286,21626,5749,2,2648.88,No
31287,22709,2075,3,1164.05,No
31288,23463,4624,4,3743.14,Yes
31289,23430,4503,3,311.03,No
31290,22753,5459,4,4174.62,Yes
31291,21689,4136,3,4206.65,Yes
31292,21372,1818,3,4181.04,No
31293,21582,5506,2,847.59,No
31294,24352,1151,3,3188.99,Yes
31295,21058,5078,1,170.4,Yes
31296,23847,2214,4,4255.02,Yes
31297,24471,3516,4,3642.58,Yes
31298,24775,4330,3,2702.65,Yes
31299,23909,1978,1,3679.9,Yes
31300,24820,4033,3,562.19,Yes
31301,24597,3643,3,2690.41,Yes
31302,22597,4829,2,1527.25,No
31303,20826,2431,3,4865.84,No
31304,23755,2430,3,4299.88,Yes
31305,22142,1677,2,3693.05,No
31306,22714,3275,2,4675.36,No
31307,24545,3928,1,1799.53,No
31308,22740,2163,2,4514.31,Yes
31309,22446,4615,4,1693.67,No
31310,21982,2965,4,3690.7,Yes
31311,22813,4386,1,3708.44,No
31312,23175,1655,3,189.91,No
31313,20727,2199,1,1869.19,No
31314,21203,1388,2,195.22,No
31315,20085,4666,3,4985.75,No
31316,21291,3082,1,698.76,No
31317,21177,3270,1,2759.77,No
31318,21277,1831,4,3973.73,No
31319,21821,5857,1,1086.19,No
31320,21557,3367,3,2476.76,No
31321,22106,2668,1,3076.4,Yes
31322,23998,5904,1,885,No
31323,22587,2129,2,3914.92,Yes
31324,23691,2174,1,1566.75,No
31325,24719,2559,3,1134.01,No
31326,21329,1015,4,2835.61,Yes
31327,21965,2953,4,2110.54,Yes
31328,22456,1791,4,4609.4,Yes
31329,20442,5261,4,4412.31,Yes
31330,20193,3056,2,2468.42,No
31331,21140,1973,3,1860.39,Yes
31332,22287,2351,2,1695.04,Yes
31333,21727,1296,4,1411.06,No
31334,20844,2310,2,2768.28,Yes
31335,22212,5388,1,4044.4,Yes
31336,21999,1460,3,1622.71,Yes
31337,20610,2992,1,1031.46,No
31338,21792,1982,2,2429.87,No
31339,21510,5412,1,438.27,No
31340,22565,5925,2,3536.27,Yes
31341,20555,1886,2,2639.96,Yes
31342,23882,5369,3,2532.24,Yes
31343,21266,2059,3,1572.18,No
31344,20398,1857,3,4532.9,No
31345,22198,5344,4,543.38,No
31346,22721,3784,3,4362.14,No
31347,23534,1910,1,1945.86,No
31348,23557,2086,3,4415.06,Yes
31349,23516,2823,3,3670.93,Yes
31350,24459,1161,3,610.44,No
31351,20364,2380,2,4174.53,No
31352,22696,2820,2,3442.67,Yes
31353,20592,4997,3,258.28,Yes
31354,21535,1586,2,755.14,No
31355,24588,5539,2,3214.58,Yes
31356,24299,4263,4,3346.74,No
31357,24388,2533,1,3758.59,Yes
31358,20381,2355,2,3629.2,No
31359,22582,2453,1,3331.65,No
31360,20832,1737,2,3854.57,No
31361,23743,1388,3,2917.92,Yes
31362,20111,3336,2,1377.88,No
31363,21665,2326,2,4570.65,Yes
31364,21699,3880,1,189.25,Yes
31365,23153,2466,3,1896.15,No
31366,21896,3839,4,3671.46,Yes
31367,21754,3391,1,2193.06,Yes
31368,21292,2445,3,221.69,No
31369,23708,4827,3,423.31,No
31370,22504,1406,1,3278.32,No
31371,21234,3772,2,4827.84,Yes
31372,22533,4593,3,2804.13,No
31373,21278,1899,4,2583.11,Yes
31374,24247,4128,2,1659.79,No
31375,23895,2502,1,1357.78,No
31376,24229,2189,1,202.83,No
31377,21158,1549,1,1437.48,Yes
31378,22261,2836,1,2300.64,Yes
31379,24944,1808,4,1069.95,No
31380,24035,1557,4,528.01,No
31381,20993,5894,3,3616.87,No
31382,24387,3040,4,4483.64,No
31383,23384,4763,1,4690.18,No
31384,23160,4209,4,3128.19,No
31385,21574,1869,2,358.6,No
31386,24960,2259,2,3730.23,Yes
31387,24238,2937,3,639.47,Yes
31388,21771,1891,1,3381.77,No
31389,22052,3982,4,3918.89,No
31390,22120,3506,3,3656.74,No
31391,20045,3211,3,4764.23,Yes
31392,24963,2266,4,3716.92,Yes
31393,24257,4643,3,3496.73,Yes
31394,20464,2617,1,1382.54,Yes
31395,24777,4260,4,4631.37,Yes
31396,23218,4109,2,979.76,Yes
31397,20689,3642,2,4533.99,No
31398,22483,3480,4,1632.05,No
31399,20750,4824,3,737.8,No
31400,21103,3850,3,4150.75,No
31401,22614,1592,2,112.23,Yes
31402,24000,2200,2,4177.23,No
31403,22358,1011,1,1385.33,No
31404,21336,3324,3,4435.13,No
31405,20629,5048,1,3488.25,No
31406,20495,2306,2,3364.3,No
31407,24287,5908,2,1890.07,Yes
31408,24830,4255,2,391.07,Yes
31409,22226,4985,2,4167.36,No
31410,24362,2102,1,937.43,Yes
31411,21039,2390,2,1924.07,No
31412,23990,5418,4,3041.74,Yes
31413,21159,1888,3,2463.04,No
31414,21839,4437,2,1073.44,No
31415,23931,2174,3,789.02,No
31416,20277,2699,2,703.91,No
31417,22905,3328,1,4328.74,No
31418,24189,5444,3,254.64,Yes
31419,23155,1858,1,4887.37,No
31420,20108,2622,2,1072.79,No
31421,23950,1983,4,640.58,Yes
31422,20969,1382,4,2927.16,Yes
31423,20147,4622,4,491.93,No
31424,23581,1459,4,3052.02,Yes
31425,22868,2255,4,4268.07,Yes
31426,22032,5899,1,334.7,No
31427,24594,5521,4,4019.36,Yes
31428,21804,2194,2,2032.94,No
31429,22718,3393,1,881.5,Yes
31430,20349,4200,1,962.87,No
31431,22060,5130,4,4601.95,Yes
31432,23466,2920,3,641.97,Yes
31433,21299,1840,2,4347.24,Yes
31434,24458,2028,1,2766.8,Yes
31435,23869,1238,2,291.38,No
31436,20097,5090,3,2375.93,Yes
31437,21376,1356,1,4105.5,No
31438,22639,2344,2,3658.39,Yes
31439,21260,3079,4,2495.03,Yes
31440,21361,3129,1,4314.24,No
31441,24359,4682,1,689.79,Yes
31442,24807,3952,1,4558.71,No
31443,24065,1572,1,4247.56,Yes
31444,20170,1133,4,3570.56,No
31445,23456,5046,3,4107.65,No
31446,20864,3975,3,2764.7,No
31447,22436,3067,2,3408.3,Yes
31448,22853,4750,4,2846.93,No
31449,23563,5566,4,1841.6,No
31450,22883,4036,2,2887.42,Yes
31451,24382,5405,4,1361.58,Yes
31452,20621,1736,4,2257.37,Yes
31453,24057,5292,1,1475.8,Yes
31454,22970,1320,1,702.15,No
31455,21777,5565,1,1677.12,No
31456,21426,3989,4,4274.74,No
31457,23745,4501,4,1967.3,Yes
31458,22139,1185,3,3765.22,Yes
31459,21647,2691,1,958.47,Yes
31460,20691,3124,2,2179.65,No
31461,20423,5248,4,662.79,No
31462,23710,2332,1,779.24,No
31463,23484,1418,3,3125.44,Yes
31464,24213,3907,1,3076.66,Yes
31465,23491,1512,3,1145.52,Yes
31466,21769,5502,3,2424.67,Yes
31467,22176,2593,4,4330.2,No
31468,22374,1694,3,953.59,No
31469,20843,5955,3,194.13,Yes
31470,20039,1407,2,3294.78,Yes
31471,20060,1221,3,362.14,Yes
31472,22075,5549,2,4901.71,Yes
31473,24652,4808,2,3087.14,Yes
31474,24445,1937,1,2404.94,Yes
31475,24440,5915,1,2206.96,Yes
31476,23593,1826,4,2908.05,Yes
31477,20335,5642,4,544.06,Yes
31478,24965,4105,4,4657.09,No
31479,21024,3079,3,3165.65,No
31480,21531,5976,1,1001.49,No
31481,22900,5301,3,2856.65,Yes
31482,23916,5810,1,752.96,No
31483,23486,4195,3,186.01,Yes
31484,21595,1565,4,3189.53,No
31485,20921,1864,1,3277.57,No
31486,21566,3771,1,2960.11,No
